date,path,title,count,uniques
2021-08-04,/hessevans/databoxtestrepo,hessevans/databoxtestrepo: This is a test repository for the GitHub web traff...,4,1
2021-08-04,/hessevans/databoxtestrepo/graphs/traffic,Traffic · hessevans/databoxtestrepo,4,1
2021-08-04,/hessevans/databoxtestrepo/pulse,Pulse · hessevans/databoxtestrepo,3,1
2021-08-04,/hessevans/databoxtestrepo/projects,Projects · hessevans/databoxtestrepo,1,1
2021-08-04,/hessevans/databoxtestrepo/pulls,Pull requests · hessevans/databoxtestrepo,1,1
2021-08-04,/hessevans/dboxtestrepo,hessevans/dboxtestrepo,1,1
2021-08-04,/hessevans/final-template,hessevans/final-template,2,1
2021-08-04,/hessevans/final-template/commit/ac653a160729624e46f6588d4e21116d087e9521,Initialize gh-pages · hessevans/final-template@ac653a1,1,1
2021-08-04,/hessevans/final-template/tree/gh-pages,hessevans/final-template at gh-pages,1,1
2021-08-04,/hessevans/test1,hessevans/test1,17,2
2021-08-04,/hessevans/test1/blob/main/.github/workflows/gh-pages-deploy.yml,test1/gh-pages-deploy.yml at main · hessevans/test1,4,1
2021-08-04,/hessevans/test1/tree/main/data,test1/data at main · hessevans/test1,4,1
2021-08-04,/hessevans/test1/tree/main/.github/workflows,test1/.github/workflows at main · hessevans/test1,4,1
2021-08-04,/hessevans/test1/tree/main,hessevans/test1,3,1
2021-08-04,/hessevans/test1/commit/8fe7cb3f0fc514c2aad6fd5aac19bd2de7aae595,Initial commit · hessevans/test1@8fe7cb3,2,1
2021-08-04,/hessevans/test1/commits,Commits · hessevans/test1,2,1
2021-08-04,/hessevans/test1/tree/gh-pages,hessevans/test1 at gh-pages,1,1
2021-08-04,/hessevans/test1/watchers,Watchers · hessevans/test1,1,1
