date,path,title,count,uniques
2021-08-26,/hessevans/databoxtestrepo,GitHub - hessevans/databoxtestrepo: This is a test repository for the GitHub ...,4,4
2021-08-26,/hessevans/databoxtestrepo/actions,Actions · hessevans/databoxtestrepo · GitHub,1,1
2021-08-26,/hessevans/databoxtestrepo/blob/main/README.md,databoxtestrepo/README.md at main · hessevans/databoxtestrepo · GitHub,1,1
2021-08-26,/hessevans/databoxtestrepo/issues,Issues · hessevans/databoxtestrepo · GitHub,1,1
2021-08-26,/hessevans/databoxtestrepo/projects,Projects · hessevans/databoxtestrepo · GitHub,1,1
2021-08-26,/hessevans/databoxtestrepo/pulls,Pull requests · hessevans/databoxtestrepo · GitHub,1,1
2021-08-26,/hessevans/databoxtestrepo/releases,Releases · hessevans/databoxtestrepo · GitHub,1,1
2021-08-26,/hessevans/dboxtestrepo,hessevans/dboxtestrepo · GitHub,1,1
2021-08-26,/hessevans/test1/tree/main/data,test1/data at main · hessevans/test1,12,1
2021-08-26,/hessevans/test1,hessevans/test1,11,4
2021-08-26,/hessevans/test1/blob/main/data/2021-07-31-03h-17m-traffic-stats.csv,test1/2021-07-31-03h-17m-traffic-stats.csv at main · hessevans/test1,7,1
2021-08-26,/hessevans/test1/tree/gh-pages,hessevans/test1 at gh-pages,4,1
2021-08-26,/hessevans/test1/tree/main/.github/workflows,test1/.github/workflows at main · hessevans/test1,3,2
2021-08-26,/hessevans/test1/blob/main/data/merged_clone.csv,test1/merged_clone.csv at main · hessevans/test1,3,1
2021-08-26,/hessevans/test1/blob/main/.github/workflows/gh-pages-deploy.yml,test1/gh-pages-deploy.yml at main · hessevans/test1,2,2
2021-08-26,/hessevans/test1/blob/gh-pages/about.html,test1/about.html at gh-pages · hessevans/test1,2,1
2021-08-26,/hessevans/test1/blob/gh-pages/styles/css/style.css,test1/style.css at gh-pages · hessevans/test1,2,1
2021-08-26,/hessevans/test1/blob/gh-pages/styles/js/main.js,test1/main.js at gh-pages · hessevans/test1,2,1
